trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
180,False,"{'a': 0.75, 'e': 0.026882369670289376}",20,13,11.638350447435572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.75, 'e': 0.02634472227688359}",25,4,32.745976714294315,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.75, 'e': 0.025817827831345917}",25,13,18.43823154642875,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.75, 'e': 0.025301471274718997}",25,8,18.685928112919495,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.75, 'e': 0.024795441849224616}",25,2,33.86313525074037,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.75, 'e': 0.024299533012240124}",30,10,12.849165996470681,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
186,False,"{'a': 0.75, 'e': 0.023813542351995322}",25,18,10.23040335094392,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.75, 'e': 0.023337271504955414}",25,15,18.439496273825014,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.75, 'e': 0.022870526074856307}",20,5,-0.3389427783340858,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
189,False,"{'a': 0.75, 'e': 0.02241311555335918}",20,0,31.282656291930888,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
190,False,"{'a': 0.75, 'e': 0.021964853242291995}",20,10,18.391027524271973,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.75, 'e': 0.021525556177446156}",30,11,34.00154387748475,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.75, 'e': 0.02109504505389723}",30,18,18.91392405036462,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.75, 'e': 0.020673144152819286}",35,20,23.751450638377097,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.75, 'e': 0.0202596812697629}",30,17,18.278982987441914,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.75, 'e': 0.019854487644367643}",25,17,13.840796679665736,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.75, 'e': 0.01945739789148029}",20,6,22.5235530280661,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.75, 'e': 0.019068249933650683}",25,11,19.626009274864387,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.75, 'e': 0.01868688493497767}",25,19,13.820496757113494,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.75, 'e': 0.018313147236278113}",30,12,10.310261101664128,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
200,False,"{'a': 0.75, 'e': 0.017946884291552553}",25,19,12.151842685530518,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.75, 'e': 0.0175879466057215}",20,5,25.251784817462145,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.75, 'e': 0.01723618767360707}",20,15,13.987831464375933,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.75, 'e': 0.01689146392013493}",20,7,20.727629271404286,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.75, 'e': 0.01655363464173223}",25,0,31.68780433870865,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.75, 'e': 0.016222561948897585}",25,7,30.232155767460924,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.75, 'e': 0.015898110709919634}",35,17,29.265980566109334,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.75, 'e': 0.01558014849572124}",30,18,20.04542547175333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.75, 'e': 0.015268545525806814}",20,0,32.31088874073648,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.75, 'e': 0.014963174615290679}",20,10,19.040289894972602,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.75, 'e': 0.014663911122984865}",30,22,16.031443230147474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.75, 'e': 0.014370632900525168}",20,1,30.58812103258794,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.75, 'e': 0.014083220242514663}",30,13,27.774334908133532,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.75, 'e': 0.01380155583766437}",25,17,16.176868268273793,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.75, 'e': 0.013525524720911083}",20,11,15.115955870018748,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.75, 'e': 0.01325501422649286}",20,8,21.70418959323396,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.75, 'e': 0.012989913941963003}",20,6,17.689318858116536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.75, 'e': 0.012730115663123744}",25,6,29.718562761936433,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.75, 'e': 0.012475513349861267}",20,5,25.66221788712339,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.75, 'e': 0.012226003082864043}",20,8,19.210726177649363,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.75, 'e': 0.011981483021206761}",25,11,24.013603907873147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.75, 'e': 0.011741853360782626}",25,17,14.173225651760958,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.75, 'e': 0.011507016293566973}",25,1,41.892863345795625,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.75, 'e': 0.011276875967695634}",20,13,4.844194225653423,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.75, 'e': 0.01105133844834172}",20,0,31.661481495346706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.75, 'e': 0.010830311679374887}",20,12,17.552558374320775,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.75, 'e': 0.010613705445787387}",20,0,13.91131365761471,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 0.75, 'e': 0.010401431336871641}",30,16,22.42769296680679,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.75, 'e': 0.010193402710134207}",25,2,-0.3616047967640643,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
229,False,"{'a': 0.75, 'e': 0.009989534655931522}",35,21,27.377955247834663,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.75, 'e': 0.009789743962812892}",35,25,16.28841415014997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.75, 'e': 0.009593949083556635}",20,12,16.897747726823923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.75, 'e': 0.009402070101885502}",20,10,17.546840556419987,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.75, 'e': 0.009214028699847792}",20,14,12.004962434889883,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.75, 'e': 0.009029748125850836}",20,14,9.9328636721616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.75, 'e': 0.008849153163333819}",20,16,7.811436391574114,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.75, 'e': 0.008672170100067142}",20,4,27.3319005904557,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.75, 'e': 0.0084987266980658}",25,15,16.887027324849306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.75, 'e': 0.008328752164104482}",30,5,-3.832611935366955,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",1
239,False,"{'a': 0.75, 'e': 0.008162177120822393}",25,15,21.429436680267997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.75, 'e': 0.007998933578405944}",30,20,-24.669721719695175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
241,False,"{'a': 0.75, 'e': 0.007838954906837826}",25,15,16.89257737019143,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.75, 'e': 0.007682175808701069}",20,10,18.445738201327643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.75, 'e': 0.007528532292527048}",30,20,16.965476437161023,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.75, 'e': 0.007377961646676506}",30,5,45.9233786206338,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.75, 'e': 0.007230402413742976}",30,22,14.712066402318765,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.75, 'e': 0.007085794365468116}",20,13,13.691962729364201,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.75, 'e': 0.006944078478158754}",20,12,14.785859200718415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.75, 'e': 0.0068051969085955785}",20,0,34.18077831023425,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
249,False,"{'a': 0.75, 'e': 0.006669092970423667}",25,3,30.30940242963765,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.75, 'e': 0.006535711111015194}",20,0,-4.557184814263314,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
251,False,"{'a': 0.75, 'e': 0.00640499688879489}",20,4,4.020304650661984,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
252,False,"{'a': 0.75, 'e': 0.0062768969510189915}",20,6,22.43830412972431,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.75, 'e': 0.006151359011998612}",35,13,31.657467557429968,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.75, 'e': 0.00602833183175864}",20,13,16.53088982225172,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.75, 'e': 0.005907765195123467}",20,7,23.44711506286365,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.75, 'e': 0.005789609891220997}",25,0,29.53254104830552,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.75, 'e': 0.005673817693396577}",20,8,21.082250617947818,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.75, 'e': 0.0055603413395286455}",20,16,8.052300516223557,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.75, 'e': 0.005449134512738073}",20,16,8.781497264212566,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.75, 'e': 0.005340151822483311}",35,0,27.289764594244726,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
261,False,"{'a': 0.75, 'e': 0.005233348786033645}",25,20,9.16324022914359,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.75, 'e': 0.005128681810312972}",25,0,37.940729478006524,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.75, 'e': 0.005026108174106712}",25,0,36.70120759637891,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.75, 'e': 0.004925586010624578}",25,0,37.064948591561176,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.75, 'e': 0.0048270742904120865}",30,5,40.25167815265531,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.75, 'e': 0.0047305328046038445}",30,0,41.96950465549563,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.75, 'e': 0.004635922148511768}",25,0,16.402641972152882,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
268,False,"{'a': 0.75, 'e': 0.004543203705541532}",20,1,31.514059151901808,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.75, 'e': 0.004452339631430702}",20,13,11.151107912410524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.75, 'e': 0.004363292838802087}",35,17,-8.12938328414217,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
271,False,"{'a': 0.75, 'e': 0.004276026982026045}",20,10,20.11713884917535,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.75, 'e': 0.004190506442385524}",20,13,13.876794197398333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.75, 'e': 0.004106696313537814}",35,17,33.89077642682719,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.75, 'e': 0.004024562387267058}",25,16,18.816482190879636,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.75, 'e': 0.003944071139521717}",30,9,38.948149540133215,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.75, 'e': 0.0038651897167312817}",20,6,24.310456104479638,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.75, 'e': 0.003787885922396656}",20,4,30.957122568495254,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.75, 'e': 0.003712128203948723}",35,21,20.269110587233083,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.75, 'e': 0.0036378856398697483}",30,13,26.582654825152666,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.75, 'e': 0.0035651279270723533}",30,1,47.568147369351266,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.75, 'e': 0.003493825368530906}",25,9,6.68740597922393,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.75, 'e': 0.003423948861160288}",25,2,36.74780522977179,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.75, 'e': 0.003355469883937082}",20,0,-14.838396337197244,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
284,False,"{'a': 0.75, 'e': 0.0032883604862583406}",20,8,20.16055857468418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.75, 'e': 0.0032225932765331737}",25,12,19.93407239474413,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.75, 'e': 0.00315814141100251}",20,14,10.608280137667055,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.75, 'e': 0.00309497858278246}",20,10,17.162781412020305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.75, 'e': 0.0030330790111268106}",20,2,25.8273961085512,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.75, 'e': 0.0029724174309042743}",20,3,33.2413259599722,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.75, 'e': 0.0029129690822861888}",25,11,26.235740013684758,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.75, 'e': 0.002854709700640465}",30,7,40.11671951962722,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.75, 'e': 0.0027976155066276555}",25,15,20.776230446183607,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.75, 'e': 0.0027416631964951024}",35,1,36.7301248252814,"{0: 33, 1: 0, 2: 0, 3: 1, 4: 0}",1
294,False,"{'a': 0.75, 'e': 0.0026868299325652004}",20,14,11.032991979096108,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.75, 'e': 0.0026330933339138965}",25,11,18.097947156906148,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.75, 'e': 0.0025804314672356185}",30,10,35.068089432245664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.75, 'e': 0.002528822837890906}",30,0,42.71499581158995,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.75, 'e': 0.0024782463811330877}",30,16,23.70141789567324,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.75, 'e': 0.002428681453510426}",30,7,35.66641843741694,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.75, 'e': 0.0023801078244402173}",25,7,29.90350008446483,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.75, 'e': 0.002332505667951413}",25,0,12.609973768190613,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
302,False,"{'a': 0.75, 'e': 0.002285855554592385}",20,13,14.802039033103565,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.75, 'e': 0.002240138443500537}",25,14,8.049284853638587,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.75, 'e': 0.002195335674630526}",35,8,-15.13409162373226,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
305,False,"{'a': 0.75, 'e': 0.0021514289611379157}",25,3,-12.840595259137503,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
306,False,"{'a': 0.75, 'e': 0.0021084003819151573}",30,14,-10.946386595295053,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
307,False,"{'a': 0.75, 'e': 0.002066232374276854}",25,0,39.49706947529458,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
308,False,"{'a': 0.75, 'e': 0.002024907726791317}",25,12,23.439684749914633,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.75, 'e': 0.0019844095722554907}",20,8,24.28960322739052,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.75, 'e': 0.0019447213808103808}",20,12,15.554185690711966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.75, 'e': 0.0019058269531941731}",25,13,24.03159939702888,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.75, 'e': 0.0018677104141302896}",35,27,15.280445012720937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.75, 'e': 0.0018303562058476837}",25,15,16.775164247233054,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.75, 'e': 0.0017937490817307301}",20,5,23.392327042437678,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.75, 'e': 0.0017578741000961154}",20,8,23.89983738317435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.75, 'e': 0.001722716618094193}",20,16,6.757579370957928,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.75, 'e': 0.0016882622857323092}",25,14,23.8943662026589,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.75, 'e': 0.001654497040017663}",20,11,13.554328034864183,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.75, 'e': 0.0016214070992173098}",20,8,18.065635048198267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.75, 'e': 0.0015889789572329635}",25,8,26.76463960826164,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.75, 'e': 0.0015571993780883042}",20,12,17.82195410227451,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.75, 'e': 0.001526055390526538}",25,0,32.305104242717555,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
323,False,"{'a': 0.75, 'e': 0.0014955342827160073}",20,0,27.933959344657588,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.75, 'e': 0.001465623597061687}",20,11,17.914451734465267,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.75, 'e': 0.0014363111251204533}",20,4,16.70307952502488,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.75, 'e': 0.0014075849026180442}",20,14,12.372537159485503,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.75, 'e': 0.0013794332045656834}",20,4,27.25529746406911,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.75, 'e': 0.0013518445404743697}",30,19,20.625069786653206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.75, 'e': 0.0013248076496648823}",20,13,14.804599134946589,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.75, 'e': 0.0012983114966715846}",20,8,20.503468951871994,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.75, 'e': 0.0012723452667381529}",20,2,31.770549647216043,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.75, 'e': 0.0012468983614033898}",20,13,13.05892157049118,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.75, 'e': 0.001221960394175322}",20,12,16.247781472393076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.75, 'e': 0.0011975211862918155}",20,12,14.035136351928045,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.75, 'e': 0.0011735707625659792}",30,14,25.86742743571564,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.75, 'e': 0.0011500993473146596}",20,3,30.077735742073532,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.75, 'e': 0.0011270973603683663}",25,15,19.02062583389461,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.75, 'e': 0.001104555413160999}",25,11,26.897100188180076,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.75, 'e': 0.001082464304897779}",30,14,26.405711633044653,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.75, 'e': 0.0010608150187998234}",20,9,-22.743079981128414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
341,False,"{'a': 0.75, 'e': 0.0010395987184238268}",35,8,1.4316058808983014,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.75, 'e': 0.0010188067440553505}",20,9,15.489913688164846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.75, 'e': 0.0009984306091742434}",20,5,-14.395721872329261,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.75, 'e': 0.0009784619969907585}",30,16,29.05597145500505,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.75, 'e': 0.0009588927570509432}",20,10,17.95197366513479,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.75, 'e': 0.0009397149019099244}",30,3,21.51100654342291,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
347,False,"{'a': 0.75, 'e': 0.0009209206038717258}",30,20,13.67763112558518,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.75, 'e': 0.0009025021917942913}",20,4,26.24801889208773,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.75, 'e': 0.0008844521479584055}",20,9,19.728114589302574,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.75, 'e': 0.0008667631049992374}",25,17,14.522395431367618,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.75, 'e': 0.0008494278428992526}",25,3,37.17528506917488,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.75, 'e': 0.0008324392860412675}",20,0,24.310904675945455,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
353,False,"{'a': 0.75, 'e': 0.0008157905003204421}",25,3,39.29558153825986,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.75, 'e': 0.0007994746903140334}",25,5,30.501898780742557,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.75, 'e': 0.0007834851965077527}",25,7,32.991312267250024,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.75, 'e': 0.0007678154925775976}",25,13,21.822848215892172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.75, 'e': 0.0007524591827260456}",25,19,13.111035891164935,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.75, 'e': 0.0007374099990715247}",20,10,20.26845362319029,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.75, 'e': 0.0007226617990900942}",20,3,30.812548794682527,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.75, 'e': 0.0007082085631082923}",25,13,25.276227571797808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.75, 'e': 0.0006940443918461264}",20,12,15.644205010855991,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.75, 'e': 0.0006801635040092039}",25,0,37.186602041480825,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
363,False,"{'a': 0.75, 'e': 0.0006665602339290198}",20,15,8.602630168848316,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.75, 'e': 0.0006532290292504394}",25,7,28.927709931520827,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
